"公司代號","公司名稱","產業別","基本每股盈餘(元)","普通股每股面額","營業收入","營業利益","營業外收入及支出","稅後淨利",
"6168","宏齊科技股份有限公司","光電業","0.89","新台幣                 10.0000元","2263075.00","219991.00","-20307.00","183649.00",
"6172","互億科技股份有限公司","電腦及週邊設備業","-0.26","新台幣                 10.0000元","195578.00","-8497.00","666.00","-7829.00",
"6176","瑞儀光電股份有限公司","光電業","4.86","新台幣                 10.0000元","39629266.00","3690540.00","-614170.00","2261103.00",
"6177","達麗建設事業股份有限公司","建材營造","3.78","新台幣                 10.0000元","3957434.00","883641.00","-50160.00","811024.00",
"6183","關貿網路股份有限公司","資訊服務業","1.41","新台幣                 10.0000元","985584.00","239712.00","8975.00","208695.00",
"6184","大豐有線電視股份有限公司","其他","1.44","新台幣                 10.0000元","1388552.00","275199.00","-25553.00","208414.00",
"6189","豐藝電子股份有限公司","電子通路業","1.36","新台幣                 10.0000元","13585486.00","418895.00","-80629.00","277475.00",
"6191","精成科技股份有限公司","電子零組件業","0.41","新台幣                 10.0000元","15337828.00","433654.00","-54091.00","221792.00",
"6192","巨路國際股份有限公司","其他電子業","2.92","新台幣                 10.0000元","3276130.00","456137.00","-7735.00","338036.00",
"6196","帆宣系統科技股份有限公司","其他電子業","2.41","新台幣                 10.0000元","14591499.00","500653.00","26577.00","409328.00",
"6197","佳必琪國際股份有限公司","電子零組件業","1.62","新台幣                 10.0000元","3176897.00","265276.00","54459.00","266487.00",
"6201","亞弘電科技股份有限公司","其他電子業","1.24","新台幣                 10.0000元","2213997.00","135572.00","665.00","110260.00",
"6202","盛群半導體股份有限公司","半導體業","2.87","新台幣                 10.0000元","3365661.00","662632.00","92882.00","657033.00",
"6205","詮欣股份有限公司","電子零組件業","1.70","新台幣                 10.0000元","1391549.00","168430.00","-9605.00","121628.00",
"6206","飛捷科技股份有限公司","電腦及週邊設備業","3.77","新台幣                 10.0000元","4852231.00","719673.00","-85988.00","548977.00",
"6209","今國光學工業股份有限公司","光電業","-0.51","新台幣                 10.0000元","2835022.00","-159756.00","42967.00","-92937.00",
"6213","聯茂電子股份有限公司","電子零組件業","3.06","新台幣                 10.0000元","15536858.00","1378045.00","63907.00","927535.00",
"6214","精誠資訊股份有限公司","資訊服務業","3.60","新台幣                 10.0000元","12093150.00","394892.00","577353.00","884069.00",
"6215","和椿科技股份有限公司","其他電子業","0.71","新台幣                 10.0000元","1301262.00","59911.00","7454.00","58395.00",
"6216","居易科技股份有限公司","通信網路業","1.66","新台幣                 10.0000元","727359.00","189154.00","-35177.00","134735.00",
"6224","聚鼎科技股份有限公司","電子零組件業","3.07","新台幣                 10.0000元","1149334.00","294711.00","509.00","242698.00",
"6225","天瀚科技股份有限公司","光電業","-0.10","新台幣                 10.0000元","1460.00","-14250.00","4489.00","-9761.00",
"6226","光鼎電子股份有限公司","光電業","0.34","新台幣                 10.0000元","759342.00","25519.00","24341.00","30761.00",
"6230","超眾科技股份有限公司","電腦及週邊設備業","4.43","新台幣                 10.0000元","5193675.00","580708.00","-71046.00","382358.00",
"6235","華孚科技股份有限公司","電腦及週邊設備業","0.06","新台幣                 10.0000元","2186514.00","123434.00","-48142.00","10358.00",
"6239","力成科技股份有限公司","半導體業","5.39","新台幣                 10.0000元","42916153.00","6516231.00","21772.00","5274086.00",
"6243","迅杰科技股份有限公司","半導體業","-1.34","新台幣                 10.0000元","354780.00","-82812.00","-17994.00","-100806.00",
"6251","定穎電子股份有限公司","電子零組件業","0.22","新台幣                 10.0000元","8670972.00","98353.00","-54503.00","62467.00",
"6257","矽格股份有限公司","半導體業","1.56","新台幣                 10.0000元","4509501.00","755622.00","-61673.00","556419.00",
"6269","台郡科技股份有限公司","電子零組件業","5.57","新台幣                 10.0000元","15101315.00","2319078.00","-122210.00","1680812.00",
"6271","同欣電子工業股份有限公司","半導體業","4.09","新台幣                 10.0000元","5750923.00","782283.00","-47157.00","673280.00",
"6277","宏正自動科技股份有限公司","電腦及週邊設備業","4.32","新台幣                 10.0000元","3573865.00","612693.00","41552.00","521606.00",
"6278","台灣表面黏著科技股份有限公司","光電業","1.97","新台幣                 10.0000元","19979313.00","379529.00","437824.00","571892.00",
"6281","全國電子股份有限公司","電子通路業","3.95","新台幣                 10.0000元","12986043.00","457215.00","15395.00","392189.00",
"6282","康舒科技股份有限公司","電子零組件業","0.57","新台幣                 10.0000元","13367370.00","363273.00","86900.00","331995.00",
"6283","淳安電子股份有限公司","通信網路業","0.25","新台幣                 10.0000元","512422.00","17392.00","21981.00","33675.00",
"6285","啟碁科技股份有限公司","通信網路業","4.67","新台幣                 10.0000元","41842194.00","2045803.00","112348.00","1669395.00",
"6289","華上光電股份有限公司","光電業","-0.23","新台幣                 10.0000元","175093.00","-194982.00","141950.00","-62410.00",
"6405","悅城科技股份有限公司","光電業","0.03","新台幣                 10.0000元","609478.00","36599.00","-35367.00","2091.00",
"6409","旭隼科技股份有限公司","其他電子業","12.77","新台幣                 10.0000元","7237423.00","1349432.00","-151254.00","996731.00",
"6412","群光電能科技股份有限公司","電子零組件業","3.11","新台幣                 10.0000元","20921096.00","1212209.00","216641.00","1150851.00",
"6414","樺漢科技股份有限公司","電腦及週邊設備業","10.30","新台幣                 10.0000元","19775075.00","1119027.00","213741.00","1124629.00",
"6415","矽力杰股份有限公司","半導體業","15.67","新台幣                 10.0000元","6297538.00","1387519.00","-16616.00","1330127.00",
"6422","君耀控股股份有限公司","電子零組件業","3.47","新台幣                 10.0000元","1970637.00","225677.00","8279.00","142734.00",
"6431","光麗光電科技股份有限公司","光電業","-2.00","新台幣                 10.0000元","83613.00","-83766.00","-7526.00","-91204.00",
"6442","光紅建聖股份有限公司","通信網路業","0.58","新台幣                 10.0000元","2258079.00","123969.00","-72458.00","38598.00",
"6443","元晶太陽能科技股份有限公司","光電業","-1.22","新台幣                 10.0000元","4944305.00","-420072.00","-78886.00","-513924.00",
"6449","鈺邦科技股份有限公司","電子零組件業","1.81","新台幣                 10.0000元","1368232.00","225297.00","-49122.00","127744.00",
"6451","訊芯科技控股股份有限公司","半導體業","0.97","新台幣                 10.0000元","2269856.00","212229.00","-130126.00","101420.00",
"6452","康友製藥控股有限公司","生技醫療業","10.87","新台幣                 10.0000元","3039369.00","784070.00","41257.00","695646.00",
"6456","GIS Holding Limited","光電業","15.51","新台幣                 10.0000元","84609471.00","6633485.00","-306006.00","4946379.00",
"6464","台灣數位光訊科技股份有限公司","其他","3.80","新台幣                 10.0000元","2220187.00","593717.00","6165.00","470516.00",
"6477","安集科技股份有限公司","光電業","0.67","新台幣                 10.0000元","814766.00","99989.00","-33662.00","55427.00",
"6504","南六企業股份有限公司","其他","5.27","新台幣                 10.0000元","4757994.00","523153.00","-10220.00","382645.00",
"6505","台塑石化股份有限公司","油電燃氣業","5.98","新台幣                 10.0000元","456861649.00","66808554.00","1509624.00","56935565.00",
"6525","捷敏股份有限公司","半導體業","3.94","新台幣                 10.0000元","2244790.00","583141.00","-61196.00","419810.00",
"6531","愛普科技股份有限公司","半導體業","2.79","新台幣                 10.0000元","3242719.00","349099.00","-97037.00","180974.00",
"6533","晶心科技股份有限公司","半導體業","0.53","新台幣                 10.0000元","232343.00","25748.00","-3016.00","21146.00",
"6541","泰福生技股份有限公司","生技醫療業","-5.19","新台幣                 10.0000元","0.00","-1018813.00","14715.00","-1004123.00",
"6552","易華電子股份有限公司","半導體業","-0.16","新台幣                 10.0000元","947199.00","-4476.00","-10855.00","-15835.00",
"6573","虹揚發展科技股份有限公司","半導體業","2.25","新台幣                 10.0000元","1556373.00","144206.00","4659.00","126041.00",
"6579","研揚科技股份有限公司","電腦及週邊設備業","4.22","新台幣                 10.0000元","4138588.00","377932.00","144954.00","454646.00",
"6582","申豐特用應材股份有限公司","橡膠工業","2.86","新台幣                 10.0000元","2328674.00","353850.00","-3863.00","281127.00",
"6605","帝寶工業股份有限公司","電機機械","4.73","新台幣                 10.0000元","11890423.00","1416866.00","-358004.00","769043.00",
"8011","台通光電股份有限公司","通信網路業","0.50","新台幣                 10.0000元","1501393.00","59967.00","-30834.00","-1626.00",
"8016","矽創電子股份有限公司","半導體業","5.20","新台幣                 10.0000元","6995758.00","673625.00","31816.00","635060.00",
"8021","尖點科技股份有限公司","其他電子業","1.10","新台幣                 10.0000元","2423324.00","219114.00","8048.00","170592.00",
"8033","雷虎科技股份有限公司","其他","-0.54","新台幣                 10.0000元","604919.00","-51594.00","-782.00","-53994.00",
"8039","台虹科技股份有限公司","電子零組件業","2.78","新台幣                 10.0000元","8313786.00","793313.00","-26617.00","579749.00",
"8046","南亞電路板股份有限公司","電子零組件業","-2.30","新台幣                 10.0000元","19905943.00","-1340006.00","-147900.00","-1488266.00",
"8070","長華電材股份有限公司","電子通路業","11.77","新台幣                 10.0000元","10219960.00","812140.00","379577.00","896254.00",
"8072","陞泰科技股份有限公司","光電業","-0.05","新台幣                 10.0000元","810085.00","20031.00","-14862.00","-161.00",
"8081","致新科技股份有限公司","半導體業","3.06","新台幣                 10.0000元","2894596.00","280435.00","24744.00","262756.00",
"8101","華冠通訊股份有限公司","通信網路業","-1.01","新台幣                 10.0000元","13234898.00","-634483.00","147201.00","-418801.00",
"8103","瀚荃股份有限公司","電子零組件業","1.98","新台幣                 10.0000元","2050799.00","275769.00","-33249.00","160888.00",
"8105","凌巨科技股份有限公司","光電業","1.17","新台幣                 10.0000元","9432942.00","824815.00","-130792.00","517738.00",
"8110","華東科技股份有限公司","半導體業","0.85","新台幣                 10.0000元","6943175.00","598393.00","-108289.00","401588.00",
"8112","至上電子股份有限公司","電子通路業","2.79","新台幣                 10.0000元","90187513.00","1600214.00","-144863.00","1102492.00",
"8114","振樺電子股份有限公司","電腦及週邊設備業","6.83","新台幣                 10.0000元","3506868.00","544510.00","73207.00","532496.00",
"8131","福懋科技股份有限公司","半導體業","2.25","新台幣                 10.0000元","5978529.00","847792.00","282132.00","996666.00",
"8150","南茂科技股份有限公司","半導體業","3.39","新台幣                 10.0000元","13532627.00","1905226.00","-601621.00","2863491.00",
"8163","達方電子股份有限公司","電腦及週邊設備業","1.46","新台幣                 10.0000元","13000785.00","466680.00","45258.00","410137.00",
"8201","無敵科技股份有限公司","其他電子業","-1.24","新台幣                 10.0000元","915534.00","-71438.00","-4963.00","-77026.00",
"8210","勤誠興業股份有限公司","電腦及週邊設備業","2.58","新台幣                 10.0000元","3915896.00","467119.00","-45361.00","308752.00",
"8213","志超科技股份有限公司","電子零組件業","2.13","新台幣                 10.0000元","16862096.00","856623.00","-5750.00","615945.00",
"8215","明基材料股份有限公司","光電業","1.24","新台幣                 10.0000元","8528482.00","304984.00","103076.00","397844.00",
"8222","寶一科技股份有限公司","電機機械","0.30","新台幣                 10.0000元","633374.00","30005.00","-5732.00","20212.00",
"8249","菱光科技股份有限公司","電子零組件業","1.65","新台幣                 10.0000元","3033298.00","207576.00","63415.00","209880.00",
"8261","富鼎先進電子股份有限公司","半導體業","0.14","新台幣                 10.0000元","1453299.00","27762.00","-10273.00","10384.00",
"8271","宇瞻科技股份有限公司","半導體業","2.76","新台幣                 10.0000元","7336789.00","342260.00","5030.00","278181.00",
"8341","日友環保科技股份有限公司","其他","5.34","新台幣                 10.0000元","1399058.00","643617.00","62701.00","595939.00",
"8374","羅昇企業股份有限公司","電機機械","1.59","新台幣                 10.0000元","2851608.00","149628.00","18965.00","139682.00",
"8404","百和興業股份有限公司(開曼)","其他","1.26","新台幣                 10.0000元","3082090.00","524713.00","-28136.00","359907.00",
"8411","福貞控股股份有限公司","其他","1.19","新台幣                 10.0000元","5047811.00","286321.00","-2381.00","208467.00",
"8422","可寧衛股份有限公司","其他","9.25","新台幣                 10.0000元","1980059.00","1168898.00","17490.00","1007714.00",
"8427","基勝（開曼）控股股份有限公司","其他","0.35","新台幣                 10.0000元","3207732.00","83636.00","24366.00","36619.00",
"8429","金麗集團控股有限公司","貿易百貨","1.96","新台幣                 10.0000元","3213685.00","512348.00","20212.00","347055.00",
"8442","威宏控股股份有限公司","其他","-0.37","新台幣                 10.0000元","3702620.00","32814.00","-12778.00","-18461.00",
"8443","阿瘦實業股份有限公司","貿易百貨","-1.31","新台幣                 10.0000元","1158879.00","-114484.00","300.00","-88247.00",
"8454","富邦媒體科技股份有限公司","貿易百貨","6.47","新台幣                 10.0000元","23298575.00","964924.00","114749.00","900681.00",
"8463","潤泰精密材料股份有限公司","其他","0.52","新台幣                 10.0000元","2042972.00","113355.00","-12679.00","78533.00",
"8464","億豐綜合工業股份有限公司","其他","9.23","新台幣                 10.0000元","14751105.00","3746292.00","-135124.00","2740215.00",
"8466","美吉吉國際股份有限公司","其他","5.39","新台幣                 10.0000元","2794334.00","453646.00","-21549.00","356128.00",
"8467","波力環球企業股份有限公司","其他","1.02","新台幣                 10.0000元","1209099.00","84980.00","-21490.00","50319.00",
"8473","山林水環境工程股份有限公司","其他","2.34","新台幣                 10.0000元","1884530.00","473812.00","-56388.00","380053.00",
"8478","東哥企業股份有限公司","其他","1.99","新台幣                 10.0000元","2427192.00","175437.00","-10752.00","167387.00",
"8480","泰昇國際(控股)有限公司","其他","5.11","新台幣                 10.0000元","1107748.00","172372.00","33717.00","180973.00",
"8481","政伸企業股份有限公司","其他","2.38","新台幣                 10.0000元","831899.00","199596.00","872.00","156126.00",
"8488","吉源控股股份有限公司","其他","1.61","新台幣                 10.0000元","2826386.00","161695.00","10547.00","108632.00",
"8499","鼎炫投資控股股份有限公司","其他","5.20","新台幣                 10.0000元","1080706.00","333074.00","-9997.00","242468.00",
"8926","台灣汽電共生股份有限公司","油電燃氣業","1.49","新台幣                 10.0000元","871940.00","57896.00","841130.00","872911.00",
"8940","新天地國際實業股份有限公司","觀光事業","-1.28","新台幣                 10.0000元","952133.00","-85128.00","1202.00","-85066.00",
"8996","高力熱處理工業股份有限公司","電機機械","0.42","新台幣                 10.0000元","1289783.00","95217.00","-46228.00","37767.00",
"9802","鈺齊國際股份有限公司","其他","4.44","新台幣                 10.0000元","7638339.00","836184.00","-65962.00","618914.00",
"9902","台火開發股份有限公司","其他","0.01","新台幣                 10.0000元","37723.00","-13180.00","14472.00","923.00",
"9904","寶成工業股份有限公司","其他","3.08","新台幣                 10.0000元","206014128.00","12137529.00","6416574.00","15873905.00",
"9905","大華金屬工業股份有限公司","其他","1.53","新台幣                 10.0000元","5683048.00","477843.00","92219.00","467267.00",
"9906","欣巴巴事業股份有限公司","建材營造","0.59","新台幣                 10.0000元","604758.00","44166.00","-2818.00","41062.00",
"9907","統一實業股份有限公司","其他","0.38","新台幣                 10.0000元","24714025.00","1080478.00","-276104.00","580519.00",
"9908","大台北區瓦斯股份有限公司","油電燃氣業","1.34","新台幣                 10.0000元","2731226.00","410823.00","402682.00","707335.00",
"9910","豐泰企業股份有限公司","其他","4.78","新台幣                 10.0000元","42971006.00","4142542.00","421778.00","3476157.00",
"9911","台灣櫻花股份有限公司","其他","2.07","新台幣                 10.0000元","3896411.00","485701.00","60483.00","451886.00",
"9912","偉聯科技股份有限公司","電腦及週邊設備業","0.03","新台幣                 10.0000元","536437.00","1097.00","1880.00","1734.00",
"9914","美利達工業股份有限公司","其他","2.85","新台幣                 10.0000元","16636616.00","786410.00","319901.00","856523.00",
"9917","中興保全股份有限公司","其他","4.07","新台幣                 10.0000元","9689027.00","1628651.00","452855.00","1812547.00",
"9918","欣欣天然氣股份有限公司","油電燃氣業","1.16","新台幣                 10.0000元","1486144.00","182452.00","64013.00","207316.00",
"9919","康那香企業股份有限公司","其他","0.57","新台幣                 10.0000元","2865976.00","90889.00","32891.00","98156.00",
"9921","巨大機械工業股份有限公司","其他","5.10","新台幣                 10.0000元","41889725.00","2551424.00","88898.00","1915242.00",
"9924","台灣福興工業股份有限公司","其他","2.26","新台幣                 10.0000元","6022413.00","622099.00","-56185.00","437632.00",
"9925","台灣新光保全股份有限公司","其他","1.99","新台幣                 10.0000元","5312443.00","633404.00","261034.00","804842.00",
"9926","新海瓦斯股份有限公司","油電燃氣業","1.57","新台幣                 10.0000元","1597152.00","274371.00","57667.00","281539.00",
"9927","泰銘實業股份有限公司","其他","3.30","新台幣                 10.0000元","8049521.00","810576.00","26485.00","692566.00",
"9928","中國電視事業股份有限公司","其他","-1.87","新台幣                 10.0000元","541758.00","-350280.00","140076.00","-219472.00",
"9929","秋雨創新股份有限公司","其他","-0.01","新台幣                 10.0000元","528716.00","7341.00","-9588.00","-2247.00",
"9930","中聯資源股份有限公司","其他","2.41","新台幣                 10.0000元","5136987.00","607349.00","34813.00","539228.00",
"9931","欣高石油氣股份有限公司","油電燃氣業","1.33","新台幣                 10.0000元","868469.00","92746.00","75058.00","137832.00",
"9933","中鼎工程股份有限公司","其他","2.84","新台幣                 10.0000元","49352821.00","2088792.00","930616.00","2545408.00",
"9934","成霖企業股份有限公司","其他","1.65","新台幣                 10.0000元","13593926.00","806407.00","-31195.00","582765.00",
"9935","慶豐富實業股份有限公司","其他","0.92","新台幣                 10.0000元","3133415.00","227255.00","-46263.00","141152.00",
"9937","全國加油站股份有限公司","油電燃氣業","1.60","新台幣                 10.0000元","14451481.00","469403.00","117816.00","493562.00",
"9938","台灣百和工業股份有限公司","其他","4.22","新台幣                 10.0000元","8816522.00","2069534.00","-50050.00","1420331.00",
"9939","宏全國際股份有限公司","其他","4.03","新台幣                 10.0000元","14054477.00","1466094.00","86264.00","1250014.00",
"9940","信義房屋仲介股份有限公司","其他","3.48","新台幣                 10.0000元","14511178.00","3539902.00","126422.00","2283377.00",
"9941","裕融企業股份有限公司","其他","6.20","新台幣                 10.0000元","14268333.00","2306455.00","57528.00","1843383.00",
"9942","茂順密封元件科技股份有限公司","其他","4.80","新台幣                 10.0000元","2336110.00","500583.00","28646.00","400175.00",
"9943","好樂迪股份有限公司","觀光事業","3.52","新台幣                 10.0000元","2190682.00","388543.00","194727.00","516284.00",
"9944","新麗企業股份有限公司","其他","0.51","新台幣                 10.0000元","2500794.00","96136.00","-7263.00","61939.00",
"9945","潤泰創新國際股份有限公司","其他","2.80","新台幣                 10.0000元","8007882.00","925793.00","4002369.00","4779164.00",
"9946","三發地產股份有限公司(原:金革)","建材營造","0.55","新台幣                 10.0000元","801221.00","160884.00","1477.00","142915.00",
"9955","佳龍科技工程股份有限公司","其他","-0.56","新台幣                 10.0000元","1662353.00","-48268.00","-11970.00","-57870.00",
"9958","世紀鋼鐵結構股份有限公司","鋼鐵工業","0.22","新台幣                 10.0000元","1552698.00","-7384.00","40312.00","37118.00",

